latitude,longitude,altitude,timestamp,heart_rate,cadence,elevation
55.912198070436716,11.665109228342772,3.8000000000000114,2022-10-08 14:07:48+02:00,148,0,23.0
55.91223478317261,11.66500168852508,7.399999999999977,2022-10-08 14:07:56+02:00,146,0,23.0
55.912297647446394,11.664882749319077,5.800000000000011,2022-10-08 14:08:07+02:00,145,0,23.0
55.91231809929013,11.664861040189862,6.399999999999977,2022-10-08 14:08:09+02:00,145,0,23.0
55.91235120780766,11.664742268621922,10.800000000000011,2022-10-08 14:08:13+02:00,148,73,23.0
55.912377275526524,11.664676554501057,8.800000000000011,2022-10-08 14:08:15+02:00,145,73,23.0
55.91239035129547,11.664626011624932,7.800000000000011,2022-10-08 14:08:17+02:00,142,74,23.0
55.91241625137627,11.664581838995218,6.399999999999977,2022-10-08 14:08:20+02:00,139,74,23.0
55.912492694333196,11.664438927546144,7.399999999999977,2022-10-08 14:08:25+02:00,145,73,23.0
55.91252370737493,11.664384277537465,8.600000000000023,2022-10-08 14:08:26+02:00,149,73,23.0
55.91254172846675,11.664367262274027,8.800000000000011,2022-10-08 14:08:28+02:00,153,71,23.0
55.91260417364538,11.664264164865017,7.600000000000023,2022-10-08 14:08:34+02:00,150,56,23.0
55.91260174289346,11.664248825982213,7.199999999999989,2022-10-08 14:08:35+02:00,151,56,23.0
55.91259470209479,11.664209933951497,8.600000000000023,2022-10-08 14:08:39+02:00,154,0,23.0
55.91258657164872,11.66418026201427,9.600000000000023,2022-10-08 14:08:42+02:00,154,61,23.0
55.9125357773155,11.664101304486394,11.199999999999989,2022-10-08 14:08:46+02:00,154,61,23.0
55.912530329078436,11.663985047489405,9.199999999999989,2022-10-08 14:08:49+02:00,157,71,23.0
55.91254164464772,11.663884380832314,9.0,2022-10-08 14:08:52+02:00,156,73,23.0
55.91251976788044,11.663845153525472,9.0,2022-10-08 14:08:54+02:00,156,73,23.0
55.91247668489814,11.663707187399268,8.800000000000011,2022-10-08 14:09:03+02:00,153,61,24.0
55.91247425414622,11.663688579574227,8.600000000000023,2022-10-08 14:09:04+02:00,150,61,24.0
55.91246302239597,11.663625882938504,5.600000000000023,2022-10-08 14:09:05+02:00,152,56,24.0
